Ingredient,RxCUI,cdm_id,Drug name,Terminology
Levofloxacin,82122,"	42965440	",Levofloxacin 100 MG Oral Tablet [LEVOFEXIN],"	RxNorm Extension"
Levofloxacin,82122,"	42919971	",50 ML Levofloxacin 5 MG/ML Injectable Solution [CRAVIT],RxNorm Extension
Levofloxacin,82122,"	2026271",50 ML levofloxacin 5 MG/ML Injectable Solution [CRAVIT] by Jeil,RxNorm Extension
Levofloxacin,82122,"42965387	",Levofloxacin 100 MG Oral Tablet [JEIL CRAVIT],RxNorm Extension
Linezolid,190376,"	42918825	",300 ML linezolid 2 MG/ML Injectable Solution [Zyvox],RxNorm Extension
Linezolid,190376,"	19068758",linezolid 600 MG Oral Tablet [Zyvox],RxNorm
Linezolid,190376,"	40710339","	300 ML linezolid 2 MG/ML Injectable Solution [Zyvox] by Pfizer","	RxNorm Extension"
Linezolid,190376,"	1736887","	linezolid",RxNorm
Linezolid,190376,42918828,"	300 ML linezolid 2 MG/ML Injectable Solution [CINEZOLID]","	RxNorm Extension"
Linezolid,190376,"42953631	",linezolid 300 MG Oral Tablet [LINEZOLIN],RxNorm Extension
Medroxyprogesterone,6691,"	40224794","	medroxyprogesterone acetate 10 MG Oral Tablet [Provera]","	RxNorm"
Medroxyprogesterone,6691,"1500211	","	medroxyprogesterone","	RxNorm"
Medroxyprogesterone,6691,"	40224837	","	medroxyprogesterone acetate 5 MG Oral Tablet [Provera]","	RxNorm"
Medroxyprogesterone,6691,"	2075054",{10 (estradiol 2 MG / medroxyprogesterone 10 MG Oral Tablet) / 11 (estradiol 2 MG Oral Tablet) } Pack [DIVINA] by Hyundai,RxNorm Extension
Medroxyprogesterone,6691,19026052,"	medroxyprogesterone acetate 500 MG Oral Tablet [Farlutal]","	RxNorm"
Medroxyprogesterone,6691,"35789782	",0.65 ML Medroxyprogesterone 160 MG/ML Injectable Solution,"	RxNorm Extension"
Megestrol,6703,"	42920597	",10 ML Megestrol 40 MG/ML Oral Suspension [Megace],RxNorm Extension
Megestrol,6703,"	2032265","	1 ML megestrol 40 MG/ML Oral Suspension [Megace] by Boryung","	RxNorm Extension"
Megestrol,6703,1300978,"	megestrol",RxNorm
Megestrol,6703,"	42920253",20 ML Megestrol 40 MG/ML Oral Suspension [Megace],RxNorm Extension
Megestrol,6703,"	2032253",1 ML megestrol 40 MG/ML Oral Suspension [MEGETROL] by Dongsung,"	RxNorm Extension"
Megestrol,6703,"	42918904	",240 ML Megestrol 40 MG/ML Oral Suspension [Megace],"	RxNorm Extension"
Megestrol,6703,"	42921069",5.2 ML Megestrol 125 MG/ML Oral Suspension [APETROL ES],RxNorm Extension
Megestrol,6703,"	2027849",5.2 ML megestrol 125 MG/ML Oral Suspension [APETROL ES] by LG,RxNorm Extension
Megestrol,6703,"	2032255",1 ML megestrol 40 MG/ML Oral Suspension [MEGEROL] by Hanmi,RxNorm Extension
Mercaptopurine,103,"	42963844","	mercaptopurine 50 MG Oral Tablet [PURINETONE]","	RxNorm Extension"
Mercaptopurine,103,"	1436650	",mercaptopurine,"	RxNorm"
Mestranol,6782,,,
Methandienone / methandrostenolone,6818,,,
Methenolone,6833,,,
Methimazole,6835,42929481,Methimazole 5 MG Oral Tablet [METHIMAZOLE BUKWANG],RxNorm Extension
Methimazole,6835,1504620,"	methimazole","	RxNorm"
Methotrexate,6851," 	42953686",Methotrexate 2.5 MG Oral Tablet [METHOTREXATE KOREA UNITED],"	RxNorm Extension"
Methotrexate,6851,"	1305058","	methotrexate",RxNorm
Methotrexate,6851,"	35778988	",2 ML Methotrexate 25 MG/ML Injectable Solution by Hospira,RxNorm Extension
Methotrexate,6851,"42922094	","	2 ML Methotrexate 25 MG/ML Injectable Solution [PFIZER METHOTREXATE]","	RxNorm Extension"
Methotrexate,6851,"	42922090	","	2 ML Methotrexate 25 MG/ML Injectable Solution [METHOTREXATE YUHAN]",RxNorm Extension
Methotrexate,6851,"	21078790	",0.3 ML Methotrexate 50 MG/ML Prefilled Syringe [Metoject],"	RxNorm Extension"
Methotrexate,6851,"	42922091",2 ML Methotrexate 25 MG/ML Injectable Solution [EMTHEXATE PF],RxNorm Extension
Methotrexate,6851,"21167143	",0.2 ML Methotrexate 50 MG/ML Prefilled Syringe [Metoject],RxNorm Extension
Methotrexate,6851,2029649,2 ML methotrexate 25 MG/ML Injectable Solution [EMTHEXATE PF] by Handok,RxNorm Extension
Methotrexate,6851,"	42920386	",20 ML Methotrexate 25 MG/ML Injectable Solution [PFIZER METHOTREXATE],RxNorm Extension
Methotrexate,6851,"	35783111	",20 ML Methotrexate 25 MG/ML Injectable Solution by Hospira,RxNorm Extension
Methotrexate,6851,"	35782641","	10 ML Methotrexate 100 MG/ML Injectable Solution by Hospira","	RxNorm Extension"
Methotrexate,6851,"	42919943","	50 ML Methotrexate 100 MG/ML Injectable Solution [PFIZER METHOTREXATE]",RxNorm Extension
Methotrexate,6851,"	42920716",10 ML Methotrexate 100 MG/ML Injectable Solution [PFIZER METHOTREXATE],RxNorm Extension
Methotrexate,6851,"	2034277","	0.3 ML methotrexate 50 MG/ML Injectable Solution [Metoject] by BL&H",RxNorm Extension
Methotrexate,6851,"	35783906",50 ML Methotrexate 100 MG/ML Injectable Solution by Hospira,RxNorm Extension
Methotrexate,6851,"	42920384	","	20 ML Methotrexate 25 MG/ML Injectable Solution [EMTHEXATE PF]",RxNorm Extension
Methotrexate,6851,"	2034348	","	0.2 ML methotrexate 50 MG/ML Injectable Solution [Metoject] by BL&H","	RxNorm Extension"
Methotrexate,6851,"	42920715	",10 ML Methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF],RxNorm Extension
Methotrexate,6851,"	42919942",50 ML Methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF],RxNorm Extension
Methotrexate,6851,"	2027436",10 ML methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF] by Handok,RxNorm Extension
Methotrexate,6851,"	2026865",20 ML methotrexate 25 MG/ML Injectable Solution [EMTHEXATE PF] by Handok,RxNorm Extension
Methotrexate,6851,"	2026355",50 ML methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF] by Handok,RxNorm Extension
Methotrexate,6851,"	2027437	",10 ML methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF] by Myungji,RxNorm Extension
Methotrexate,6851,2026356,50 ML methotrexate 100 MG/ML Injectable Solution [EMTHEXATE PF] by Myungji,RxNorm Extension
Methyldopa,6876,,,
Methyltestosterone,6904,,,
Minocycline,6980,19035316,minocycline 50 MG Oral Capsule [Minocin],"	RxNorm"
Minocycline,6980,"1708880	","	minocycline","	RxNorm"
Minocycline,6980,"35134234	",Minocycline 0.02 MG/MG Oral Ointment,RxNorm Extension
Nandrolone,7244,,,
Nefazodone,31565,,,
Nevirapine,53654,,,
Nimesulide,53694,,,
Nitrofurantoin,7454,"	920334","	nitrofurantoin, macrocrystals 50 MG Oral Capsule","	RxNorm"
Nitrofurantoin,7454,"	920293",nitrofurantoin,RxNorm
Nivolumab,1597876,"42920744	",10 ML nivolumab 10 MG/ML Injectable Solution [Opdivo],"	RxNorm Extension"
Nivolumab,1597876,42922127,2 ML nivolumab 10 MG/ML Injectable Solution [Opdivo],RxNorm Extension
Nivolumab,1597876,"	45892628	",nivolumab,RxNorm
Norelgestromin,326374,,,
Norethisterone,7514,1521369,"	norethindrone","	RxNorm"
Norethisterone,7514,"	42943300	","	Estradiol 2 MG / Norethindrone 1 MG Oral Tablet [CLIANE]","	RxNorm Extension"
Norethisterone,7514,"	2075013",{6 (estradiol 1 MG Oral Tablet) / 10 (estradiol 2 MG / norethindrone 1 MG Oral Tablet) / 12 (estradiol 2 MG Oral Tablet) } Pack [Trisequens] by Novonordisk,RxNorm Extension
Norethisterone,7514,"	42943298","	Estradiol 1 MG / Norethindrone 0.5 MG Oral Tablet [ESDIOL-HALF]","	RxNorm Extension"
Norethisterone,7514,2075029,{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [ACTIVELLE] by Novonordisk,RxNorm Extension
Norethisterone,7514,"2075027	",{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [KLIOGEST] by Novonordisk,RxNorm Extension
Norgestimate,31994,,,
Norgestrel,7518,,,
Ofloxacin,7623,923081,ofloxacin,RxNorm
Ofloxacin,7623,2023319,1000 MG ofloxacin 0.003 MG/MG Ophthalmic Ointment [TAEJOON TARIVID] by Taejoon,RxNorm Extension
Ofloxacin,7623,"42921368	",5 ML Ofloxacin 3 MG/ML Otic Solution [Tarivid],RxNorm Extension
Ofloxacin,7623,"	42918055","	3500 MG Ofloxacin 0.003 MG/MG Ophthalmic Ointment [EFFEXIN]",RxNorm Extension
Ofloxacin,7623,"42918056	",3500 MG Ofloxacin 0.003 MG/MG Ophthalmic Ointment [TAEJOON TARIVID],RxNorm Extension
Ofloxacin,7623,2030646,1 ML ofloxacin 3 MG/ML Otic Solution [QUINOVID] by Hanlim,RxNorm Extension
Ofloxacin,7623,42921371,5 ML Ofloxacin 3 MG/ML Otic Solution [EFFEXIN],RxNorm Extension
Ofloxacin,7623,"	2030647","	1 ML ofloxacin 3 MG/ML Otic Solution [Tarivid] by Jeil",RxNorm Extension
Ofloxacin,7623,"42921353	",5 ML Ofloxacin 3 MG/ML Ophthalmic Solution [OROCIN],"	RxNorm Extension"
Ofloxacin,7623,"	42952918	","	Ofloxacin 200 MG Oral Tablet [JEIL TARIVID]",RxNorm Extension
Ofloxacin,7623,42921359,5 ML Ofloxacin 3 MG/ML Ophthalmic Solution [TAEJOON TARIVID],RxNorm Extension
Ofloxacin,7623,"	2030621",1 ML ofloxacin 3 MG/ML Ophthalmic Solution [OROCIN] by Hanmi,"	RxNorm Extension"
Ofloxacin,7623,"	2030606",1 ML ofloxacin 3 MG/ML Ophthalmic Solution [TAEJOON TARIVID] by Taejoon,RxNorm Extension
Oxaliplatin,32592,"	42920230	","	20 ML oxaliplatin 5 MG/ML Injectable Solution [Eloxatin]",RxNorm Extension
Oxaliplatin,32592,"42920059	","	30 ML oxaliplatin 5 MG/ML Injectable Solution [PLEOXTIN]",RxNorm Extension
Oxaliplatin,32592,2026852,20 ML oxaliplatin 5 MG/ML Injectable Solution [OXAPLA] by Yuhan,RxNorm Extension
Oxaliplatin,32592,"	1318011","	oxaliplatin","	RxNorm"
Oxaliplatin,32592,"	42920581","	10 ML oxaliplatin 5 MG/ML Injectable Solution [Eloxatin]","	RxNorm Extension"
Oxaliplatin,32592,"42920235	",20 ML oxaliplatin 5 MG/ML Injectable Solution [OXAPLA],"	RxNorm Extension"
Oxaliplatin,32592,40714290,20 ML oxaliplatin 5 MG/ML Injectable Solution [Eloxatin] by Sanofi,"	RxNorm Extension"
Oxaliplatin,32592,2027419,10 ML oxaliplatin 5 MG/ML Injectable Solution [OXAPLA] by Yuhan,"	RxNorm Extension"
Oxaliplatin,32592,"	42920586","	10 ML oxaliplatin 5 MG/ML Injectable Solution [OXAPLA]","	RxNorm Extension"
Oxaliplatin,32592,"40715712	",10 ML oxaliplatin 5 MG/ML Injectable Solution [Eloxatin] by Sanofi,"	RxNorm Extension"
Oxaliplatin,32592,"	2026488","	30 ML oxaliplatin 5 MG/ML Injectable Solution [PLEOXTIN] by Jeil","	RxNorm Extension"
Oxaliplatin,32592,42920236,20 ML oxaliplatin 5 MG/ML Injectable Solution [OXALITIN],"	RxNorm Extension"
Oxaliplatin,32592,"2026490	","	30 ML oxaliplatin 5 MG/ML Injectable Solution [OXALITIN] by Boryung","	RxNorm Extension"
Oxaliplatin,32592,"42920587	",10 ML oxaliplatin 5 MG/ML Injectable Solution [OXALITIN],"	RxNorm Extension"
Oxaliplatin,32592,"	2026851","	20 ML oxaliplatin 5 MG/ML Injectable Solution [OXALITIN] by Boryung","	RxNorm Extension"
Oxaliplatin,32592,"	2027418",10 ML oxaliplatin 5 MG/ML Injectable Solution [OXALITIN] by Boryung,"	RxNorm Extension"
Oxandrolone,7779,,,
Oxymetholone,7813,42948916,"	Oxymetholone 50 MG Oral Tablet [CELLTRION OXYMETHOLONE]",RxNorm Extension
Oxymetholone,7813,1525741,"	oxymetholone",RxNorm
Pegaspargase,34132,,,
Pembrolizumab,1547545,"	42921578	","	4 ML pembrolizumab 25 MG/ML Injectable Solution [Keytruda]","	RxNorm Extension"
Pembrolizumab,1547545,"45775965	",pembrolizumab,RxNorm
Phenytoin,8183,42941522,"	Phenytoin 100 MG Oral Capsule [PHENYTOIN BUKWANG]","	RxNorm Extension"
Phenytoin,8183,2028169,5 ML phenytoin 50 MG/ML Injectable Solution by Samjin,RxNorm Extension
Phenytoin,8183,740910,"	phenytoin","	RxNorm"
Phenytoin,8183,"	42921163",5 ML Phenytoin 50 MG/ML Injectable Solution [SAMJIN PHENYTOIN SODIUM],RxNorm Extension
Polygonum multiflorum,1307696,,,
Progesterone,8727,36260024,Progesterone 200 MG Vaginal Suppository [Utrogestan],RxNorm Extension
Progesterone,8727,1552382,progesterone 50 MG/ML Injectable Solution,RxNorm
Progesterone,8727,1552310,"	progesterone",RxNorm
Progesterone,8727,19017494,progesterone 0.08 MG/MG Vaginal Gel [Crinone],RxNorm
Progesterone,8727,"	21060698",Progesterone 100 MG Oral Capsule [Utrogestan],"	RxNorm Extension"
Progesterone,8727,"	43669940	","	1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex]",RxNorm Extension
Progesterone,8727,"	2054741",progesterone 100 MG Oral Capsule [ESTIMA] by Dalim Biotech,"	RxNorm Extension"
Progesterone,8727,2054743,progesterone 100 MG Oral Capsule [Utrogestan] by Hanwha,RxNorm Extension
Progesterone,8727,"	2054742","	progesterone 100 MG Oral Capsule [ESTIMA] by Namsun","	RxNorm Extension"
Progesterone,8727,"	19127049	",progesterone 100 MG Vaginal Insert [Endometrin],RxNorm
Propylthiouracil,8794,"	42967493","	Propylthiouracil 50 MG Oral Tablet [ANTIROID]",RxNorm Extension
Propylthiouracil,8794,"	1554072",propylthiouracil,RxNorm
Pyrazinamide,8987,42970084,Pyrazinamide 500 MG Oral Tablet [PYRAZINAMIDE YUHAN],RxNorm Extension
Pyrazinamide,8987,1759455,pyrazinamide,RxNorm
Quinidine,9068,,  ,
Rifampin,9384,42924976,"	Rifampin 150 MG Oral Capsule [YUHAN RIFAMPIN]","	RxNorm Extension"
Rifampin,9384,"42924986	",Rifampin 300 MG Oral Tablet [RIFODEX],"	RxNorm Extension"
Rifampin,9384,"	42924981	","	Rifampin 600 MG Oral Tablet [RIFODEX]","	RxNorm Extension"
Rifampin,9384,"	42924980",Rifampin 600 MG Oral Tablet [YUHAN RIFAMPIN],RxNorm Extension
Rifampin,9384,"	1763204","	rifampin",RxNorm
Rifampin,9384,42948571,isoniazid 150 MG / Rifampin 300 MG Oral Tablet [TUBES2],"	RxNorm Extension"
Rituximab,121191,1314273,"	rituximab","	RxNorm"
Rituximab,121191,"	35784602	",50 ML rituximab 10 MG/ML Injectable Solution [MabThera] by Roche,RxNorm Extension
Rituximab,121191,"	41450303",11.7 ML rituximab 120 MG/ML Injectable Solution [MabThera],RxNorm Extension
Rituximab,121191,"	35782659","	10 ML rituximab 10 MG/ML Injectable Solution [MabThera] by Roche",RxNorm Extension
Rituximab,121191,"41399130	",50 ML rituximab 10 MG/ML Injectable Solution [MabThera],RxNorm Extension
Rituximab,121191,41370629,10 ML rituximab 10 MG/ML Injectable Solution [MabThera],RxNorm Extension
Rituximab,121191,1356446,50 ML rituximab-abbs 10 MG/ML Injection [Truxima],RxNorm
Rituximab,121191,"	1356444	",10 ML rituximab-abbs 10 MG/ML Injection [Truxima],"	RxNorm"
Rituximab,121191,"	42920543	",13.4 ML rituximab 120 MG/ML Injectable Solution [MabThera],RxNorm Extension
Rosuvastatin,301542,"	40165246	","	rosuvastatin calcium 10 MG Oral Tablet [Crestor]",RxNorm
Rosuvastatin,301542,40165262,rosuvastatin calcium 5 MG Oral Tablet [Crestor],RxNorm
Rosuvastatin,301542,"	40165254	","	rosuvastatin calcium 20 MG Oral Tablet [Crestor]",RxNorm
Rosuvastatin,301542,"	1510813","	rosuvastatin",RxNorm
Rosuvastatin,301542,"	42969191	","	ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet [ROSUZET]",RxNorm Extension
Rosuvastatin,301542,"	42969441	","	rosuvastatin 10 MG Oral Tablet [ROVETIN]",RxNorm Extension
Rosuvastatin,301542,"42969250	","	ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet [ROSUZET]","	RxNorm Extension"
Rosuvastatin,301542,"	42969644	",rosuvastatin 20 MG Oral Tablet [ETEX ROSUVASTATIN CALCIUM],"	RxNorm Extension"
Rosuvastatin,301542,"	42969041	",rosuvastatin 10 MG / telmisartan 40 MG Oral Tablet [DUOWELL],"	RxNorm Extension"
Rosuvastatin,301542,"	42969662	",rosuvastatin 20 MG Oral Tablet [ROVETIN],RxNorm Extension
Rosuvastatin,301542,2063262,amlodipine 5 MG / rosuvastatin 10 MG Oral Tablet [ROSUAMPIN] by Yuhan,RxNorm Extension
Rosuvastatin,301542,"	42969485",rosuvastatin 10 MG Oral Tablet [ROSULORD],RxNorm Extension
Rosuvastatin,301542,"42969086	",rosuvastatin 10 MG / valsartan 160 MG Oral Tablet [ROVATITAN],RxNorm Extension
Rosuvastatin,301542,"	42969868",rosuvastatin 5 MG Oral Tablet [ROSULORD],RxNorm Extension
Rosuvastatin,301542,42969083,rosuvastatin 10 MG / valsartan 80 MG Oral Tablet [ROVATITAN],RxNorm Extension
Rosuvastatin,301542,42969309,"	ezetimibe 10 MG / rosuvastatin 5 MG Oral Tablet [ROSUZET]",RxNorm Extension
Rosuvastatin,301542,"	42969023",rosuvastatin 10 MG / telmisartan 80 MG Oral Tablet [DUOWELL],RxNorm Extension
Simvastatin,36567,42936847,"	Simvastatin 20 MG Oral Tablet [SIMVASTAR]",RxNorm Extension
Simvastatin,36567,"	42708398","	ezetimibe 10 MG / simvastatin 10 MG Oral Tablet [Vytorin]","	RxNorm"
Simvastatin,36567,"	42936852	",Simvastatin 20 MG Oral Tablet [CHOLESNONE],"	RxNorm Extension"
Simvastatin,36567,"	42708401",ezetimibe 10 MG / simvastatin 20 MG Oral Tablet [Vytorin],RxNorm
Simvastatin,36567,"	1539403","	simvastatin",RxNorm
Simvastatin,36567,"	42936788","	Simvastatin 40 MG Oral Tablet [SISTAR]",RxNorm Extension
Simvastatin,36567,"	21141482","	Fenofibrate 145 MG / Simvastatin 20 MG Oral Tablet [Cholib]",RxNorm Extension
Simvastatin,36567,"42936791	",Simvastatin 40 MG Oral Tablet [SIMVAST],RxNorm Extension
Sofosbuvir,1484911,44785097,sofosbuvir 400 MG Oral Tablet [Sovaldi],RxNorm
Sofosbuvir,1484911,45775164,ledipasvir 90 MG / sofosbuvir 400 MG Oral Tablet [Harvoni],RxNorm
Sofosbuvir,1484911,44785094,sofosbuvir,RxNorm
Stanozolol,10032,,,
Stavudine,59763,"2047894	",stavudine 20 MG Oral Capsule [Zerit] by BMS,RxNorm Extension
Stavudine,59763,"	1781406",stavudine,RxNorm
Sulfadiazine,10171,1836392,"	sulfadiazine 500 MG Oral Tablet",RxNorm
Sulfadiazine,10171,"	43169035	","	Sulfadiazine 500 MG Oral Tablet [ADIAZINE]","	RxNorm Extension"
Sulfamerazine,10176,,,
Sulfamethazine,10178,,,
Sulfamethizole,10179,,,
Sulfamethoxazole,10180,"	19024445",sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet [Septrin],RxNorm
Sulfamethoxazole,10180,"	42921524	",5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injectable Solution [SEVATRIM],RxNorm Extension
Sulfamethoxazole,10180,1836430,sulfamethoxazole,"	RxNorm"
Sulfamethoxazole,10180,42921523,5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injectable Solution [Cotrim],"	RxNorm Extension"
Sulfasalazine,9524,42937747,"	Sulfasalazine 500 MG Extended Release Oral Tablet [ZOPYRIN]","	RxNorm Extension"
Sulfasalazine,9524,"	42937748	",Sulfasalazine 500 MG Extended Release Oral Tablet [SARAZOPYRIN EN],"	RxNorm Extension"
Sulfasalazine,9524,"	964339","	sulfasalazine",RxNorm
Sulfinpyrazone,10205,,,
Sulfisoxazole,10207,,,
Sulindac,10237,,,
Tacrine,10318,,,
Telithromycin,274786,,,
Thioguanine,10485,,,
Ticlopidine,10594,"42934160	",Ticlopidine 250 MG Oral Tablet [YUYU CLID],RxNorm Extension
Ticlopidine,10594,1302398,"	ticlopidine",RxNorm
Troglitazone,72610,,,
Valproate,40254,2028581,"	4 ML valproate 100 MG/ML Injectable Solution [VALOIN] by Hanlim",RxNorm Extension
Valproate,40254,"	42931742	","	Valproate 500 MG Extended Release Oral Tablet [DEPAKINE CHRONO]",RxNorm Extension
Valproate,40254,"42931727	",Valproate 300 MG Extended Release Oral Tablet [DEPAKINE CHRONO],RxNorm Extension
Valproate,40254,"	2053914","	valproate 500 MG Extended Release Oral Tablet [Depakote] by Abbott",RxNorm Extension
Valproate,40254,"	42931710	",Valproate 125 MG Oral Capsule [DEPAKOTE SPRINKLE],RxNorm Extension
Valproate,40254,"	745466",valproate,"	RxNorm"
Valproate,40254,40238249,divalproex sodium 250 MG Extended Release Oral Tablet [Depakote],"	RxNorm"
Valproate,40254,42919003,"	150 ML Valproate 60 MG/ML Oral Suspension [ORFIL]",RxNorm Extension
Valproate,40254,2031838,1 ML valproate 60 MG/ML Oral Suspension [ORFIL] by Bukwang,"	RxNorm Extension"
Valproate,40254,"42931728	","	Valproate 300 MG Extended Release Oral Tablet [VALEPTOL]",RxNorm Extension
Valproate,40254,2053919,valproate 300 MG Extended Release Oral Capsule [ORFIL LONG] by Bukwang,"	RxNorm Extension"
Valproate,40254,"42931721	",Valproate 200 MG Extended Release Oral Tablet [PROMAG],RxNorm Extension
Valproate,40254,"42931743	",Valproate 500 MG Extended Release Oral Tablet [PROMAG],RxNorm Extension
Velpatasvir,1799206,,,
Voxilaprevir,1939323,,,
Ethynodiol,24591,,,
Etonogestrel,14584,,,
Acetaminophen,161,"42939787	",Acetaminophen 325 MG / Tramadol 37.5 MG Oral Tablet [PARAMACET],RxNorm Extension
Acetaminophen,161,"42939994	","	Acetaminophen 650 MG / Tramadol 75 MG Extended Release Oral Tablet [Ultracet]",RxNorm Extension
Acetaminophen,161,"	1125315",acetaminophen,RxNorm
Acetaminophen,161,42928300,Acetaminophen 650 MG Extended Release Oral Tablet [TACENOL],RxNorm Extension
Acetaminophen,161,"	42939841","	Acetaminophen 325 MG / Tramadol 37.5 MG Extended Release Oral Tablet [ULTRACET ER SEMI]",RxNorm Extension
Acetaminophen,161,42940117,Acetaminophen 163 MG / Tramadol 18.8 MG Oral Tablet [PARAMACET SEMI],RxNorm Extension
Acetaminophen,161,"42948431	",Acetaminophen 250 MG / Codeine 10 MG / Ibuprofen 200 MG Oral Capsule [MYPOL],RxNorm Extension
Acetaminophen,161,"1128524	",acetaminophen 650 MG Extended Release Oral Tablet [Tylenol],RxNorm
Acetaminophen,161,42928316,Acetaminophen 500 MG Oral Tablet [SAMNAM ACETAMINOPHEN],RxNorm Extension
Acetaminophen,161,"	40241587	",acetaminophen 160 MG Oral Tablet [Tylenol],"	RxNorm"
Acetaminophen,161,"	42918304	",500 ML Acetaminophen 32 MG/ML Oral Suspension [SETOPEN],"	RxNorm Extension"
Acetaminophen,161,"	2010087","	1 ML acetaminophen 32 MG/ML Oral Suspension [SETOPEN] by Sam-a","	RxNorm Extension"
Acetaminophen,161,740261,50 ML acetaminophen 10 MG/ML Injection,"	RxNorm"
Acetaminophen,161,"	42939780	",Acetaminophen 325 MG / Tramadol 37.5 MG Oral Tablet [SYNERJET],RxNorm Extension
Acetaminophen,161,"	42928273	","	Acetaminophen 160 MG Oral Tablet [SETOPEN]",RxNorm Extension
Acetaminophen,161,19123143,"	acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule",RxNorm
Acetaminophen,161,42928314,Acetaminophen 500 MG Oral Tablet [CROWN ACETAMINOPHEN],RxNorm Extension
Acetaminophen,161,"	42940074",Acetaminophen 163 MG / Tramadol 18.8 MG Oral Tablet [CETAMADOLE SEMI],RxNorm Extension
Acetaminophen,161,"	42939754	",Acetaminophen 325 MG / Tramadol 37.5 MG Oral Tablet [CETAMADOLE],RxNorm Extension
Acetaminophen,161,"42939997	",Acetaminophen 650 MG / Tramadol 75 MG Extended Release Oral Tablet [TRAMAROL],RxNorm Extension
Acetaminophen,161,"42957260	",Acetaminophen 325 MG / Hydrocodone 7.5 MG Oral Tablet [HYCODONE],RxNorm Extension
Acetaminophen,161,2013365,acetaminophen 325 MG / tramadol 37.5 MG Oral Tablet [X-PAIN] by Aestura,RxNorm Extension
Acetaminophen,161,"	42940006",Acetaminophen 650 MG / Tramadol 75 MG Extended Release Oral Tablet [PARAMACET],RxNorm Extension
Acetaminophen,161,42928315,"	Acetaminophen 500 MG Oral Tablet [SAMIK ACETAMINOPHEN]",RxNorm Extension
Acetaminophen,161,"	42939846	",Acetaminophen 325 MG / Tramadol 37.5 MG Extended Release Oral Tablet [PARAMACET ER SEMI],RxNorm Extension
Acetaminophen,161,2071493,acetaminophen 500 MG / hydrocodone 7.5 MG Oral Tablet [HYCODONE] by BC World,"	RxNorm Extension"
Acetaminophen,161,1103360,"	acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet]","	RxNorm"
Acetaminophen,161,2013377,"	acetaminophen 163 MG / tramadol 18.8 MG Oral Tablet [X-PAIN SEMI] by Aestura",RxNorm Extension
Acetaminophen,161,"	42940102	",Acetaminophen 163 MG / Tramadol 18.8 MG Oral Tablet [ULTRACET SEMI],RxNorm Extension
Acetaminophen,161,"	2071596",acetaminophen 500 MG / oxycodone 5 MG Oral Capsule [TYLENOL OXY] by Janssen,"	RxNorm Extension"
Amphetamines,725,,,
Arsenic,1111,,,
Aspirin,1191,42950014,Aspirin 100 MG Extended Release Oral Capsule [BORYUNGBIO ASTRIX],RxNorm Extension
Aspirin,1191,"	42950011	","	Aspirin 100 MG Extended Release Oral Capsule [BORYUNG ASTRIX]",RxNorm Extension
Aspirin,1191,"	42950032	","	Aspirin 100 MG Delayed Release Oral Tablet [HANMI ASPIRIN]",RxNorm Extension
Aspirin,1191,"	1112807","	aspirin","	RxNorm"
Aspirin,1191,"	43706824	",Aspirin 100 MG Delayed Release Oral Tablet [Aspirin Protect],RxNorm Extension
Aspirin,1191,"	42949821	",Aspirin 100 MG / clopidogrel 75 MG Extended Release Oral Capsule [CLOPIRIN],RxNorm Extension
Aspirin,1191,"	42949831	",Aspirin 100 MG / clopidogrel 75 MG Extended Release Oral Capsule [CLOSONE],RxNorm Extension
Aspirin,1191,"	2072047",aspirin 856 MG Injection [ARTHALGYL] by Ilyang,RxNorm Extension
Aspirin,1191,42949962,Aspirin 100 MG Oral Tablet [RHONAL],RxNorm Extension
Aspirin,1191,"42949826	",Aspirin 100 MG / clopidogrel 75 MG Extended Release Oral Capsule [SUPERPIRIN],RxNorm Extension
Aspirin,1191,42949950,Aspirin 500 MG Oral Tablet [RHONAL],RxNorm Extension
Aspirin,1191,2072049,aspirin 856 MG Injection by Shinpoong,RxNorm Extension
Aspirin,1191,"42949949	",Aspirin 500 MG Injection [ARTHALGYL],"	RxNorm Extension"
Aspirin,1191,42949935,Aspirin 25 MG / Dipyridamole 200 MG Extended Release Oral Capsule [STROXSTAR],"	RxNorm Extension"
Benzphetamine,1422,,,
Betamethasone,1514,920458,"	betamethasone",RxNorm
